RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02
12447,Los Angeles,California,1,500700,489e3,465700,457900,438400,423500,405900,397e3,384300,371600,354400,343900,337400,33e4,324600,328500,332900,338800,340400,345400,345500,351100,356100,362300,359500,354800,354e3,352800,354e3,349900,353200,351700,357100,361100,357400,357e3,345800,349800,348400,349500,345900,342200,34e4,334e3,331200,330300,330700,331200,331500,339e3,340800,347600,353700,362600,374500,377e3,384100,397200,403200,413800,413e3,433600,446600,461700,468400,470400,472600,475300,473600,465400,45e4,449500,454300,465400,469500,467400,467400,466500,467e3,471700,470100,475200,478600,488900,494200,497900,495400,497300,498600,507800,511900,510200,509900,516800,523200,527400,523300,530300,533500,537700,535300,536500,539300,539100,543200,543200,552900,553200,558300,557600,563100,568400,576e3,576e3,578700,584700,601500,612600,612500,623700,629400,643400,641200,652400,645400,655700,,,,,,
17426,Chicago,Illinois,2,329e3,324300,296600,281e3,276e3,272700,273800,271300,264200,258e3,246700,247900,250800,251900,241200,228200,226800,229600,231400,230300,236200,234400,235900,227400,225900,225400,227700,228700,220500,211600,200300,201600,206400,206500,202500,200200,196e3,189500,181400,188800,198700,204900,203200,198200,188800,187e3,179600,180600,177500,184200,186400,193700,199200,206300,212800,206700,206400,196e3,2e5,197200,201900,204700,215800,228300,241e3,246e3,248900,251900,250600,246500,241200,254200,257700,260800,253700,256500,256e3,258e3,261700,264500,265300,260700,261400,263500,268e3,271400,267200,262600,255200,245300,238900,230700,222500,217800,215300,219e3,217400,220800,221400,223700,227700,232800,234e3,234500,240300,249300,256900,254900,252700,243700,236100,227300,223200,225800,226300,230400,233400,239500,245300,254800,275300,278200,274900,260100,264500,264900,266800,262800,268300,249800,254e3,262400
6915,San Antonio,Texas,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164100,163700,165700,165700,166900,166900,169600,171700,173500,172500,172200,172300,173600,174800,174600,178200,176700,178200,175300,176100,178400,179500,180500,177800,178400,178800,18e4,180100,180900,180900,179900,180800,180400,180200,179700,181400,182300,182700,182400,185600,186900,188900,187800,188100,189200,191100,192600,192200,192e3,191900,193800,198900,201300,200900,196700,
13271,Philadelphia,Pennsylvania,4,109200,109800,111300,109800,108100,110900,114200,117100,115300,111700,107700,101800,101500,108600,111800,113500,108900,115600,121800,125900,130600,128e3,124400,114500,115e3,117700,120900,119600,115100,106200,105e3,101800,111800,106300,108800,104500,106900,110100,110200,111500,105400,106300,106e3,108e3,104400,105e3,104100,101400,99700,102800,109300,107900,107300,108900,109800,107500,107500,112e3,115e3,111900,106600,106600,108600,112800,115e3,115400,116e3,116800,117500,119100,119200,120800,125e3,123700,122600,118300,117600,119500,118900,121700,119300,119700,118100,112600,113900,114200,118600,119900,120200,120800,123e3,127400,127900,123400,127500,128400,128300,120300,121500,122400,125e3,125400,130100,128800,131300,130800,133300,134700,136100,139500,141500,144300,144300,146e3,145900,146400,148700,149600,153100,147e3,144200,139500,144100,143400,143e3,140600,143800,147e3,152300,155300,156100,
40326,Phoenix,Arizona,5,222500,213300,203800,195900,186300,176600,167700,154600,14e4,123e3,108500,93800,81800,74500,73100,81200,88e3,95200,95800,97400,104300,105300,106e3,103600,103200,103900,102200,104100,101700,97900,95500,94100,90600,84900,84400,83900,83600,80400,79200,81500,83400,86800,89900,91800,96900,98400,93800,86700,82400,85800,93e3,96600,101100,104300,106500,111400,115300,120400,123700,122900,123500,123900,128600,133500,137100,137700,138100,138100,136600,136800,137200,139600,139200,140200,138400,139100,139400,141300,143600,143600,143300,145e3,145100,148800,150600,155200,158600,161400,162600,162400,162600,164900,167800,170500,171400,172200,173800,176e3,177600,177900,177600,179600,182400,185200,188300,188e3,190400,191500,194e3,193800,193100,194500,196800,199900,201400,204300,207800,211200,215500,218900,217700,218200,214900,216800,218100,219500,220600,219900,221900,221500,223500,222700
18959,Las Vegas,Nevada,6,244600,239300,236e3,229700,219700,208700,194500,184800,174300,166200,158e3,149100,141700,130800,124100,120300,119800,118e3,116200,117300,118900,121400,122800,123e3,122800,124e3,126e3,128200,125100,124300,120400,119200,116800,115400,115e3,113500,110500,108700,108100,108800,107400,104700,102800,103100,104300,105900,106400,106100,107300,109500,113e3,117e3,119400,122300,123700,126500,130400,133400,137e3,139e3,142500,145100,148600,154900,158700,162400,161100,163100,163400,166500,166800,168500,169900,172e3,172300,163600,162800,167100,177500,179900,178600,178900,179200,182300,183e3,185600,186100,186200,189e3,188400,190500,189100,191900,192900,197500,199800,199600,198e3,196800,199500,199300,199700,198200,201200,205400,207100,209200,208100,213600,214700,218900,224400,227600,229e3,229300,232300,235200,238300,242800,246600,252900,257e3,266100,272500,275300,274200,274800,277700,280300,279400,280300,278700
54296,San Diego,California,7,424100,413600,400900,380200,370700,355900,347600,331800,319100,305900,292900,300500,297100,297500,292500,308700,324100,332e3,339e3,344400,344200,347500,339700,346400,348600,355400,350900,345500,349200,349500,352700,351600,357700,356300,345400,340200,34e4,348300,346200,338e3,333500,328900,326300,323400,323400,327400,326400,329900,337100,347100,353900,356e3,365800,368e3,370400,369800,379500,388300,394900,402400,411e3,421400,428800,431500,433300,43e4,434800,430900,433200,432300,436e3,438600,442200,445500,447100,446100,449400,454400,458500,462e3,461e3,459700,459900,472900,485600,488400,479900,476200,479e3,480500,472e3,465500,468600,483900,496800,501800,496e3,501500,499700,502900,499700,503200,505400,511800,515700,516800,522100,536800,547100,543300,533900,538e3,543100,547600,547100,548700,560100,566400,570800,573e3,580400,589700,593e3,595700,594700,597e3,597500,589700,580900,575300,584400,597700
33839,San Jose,California,8,616100,584100,565900,545500,534100,522700,501500,476500,444400,426200,420600,415300,396100,371200,360100,367900,394600,403900,418400,419900,436100,448200,457500,465e3,466300,454600,454700,449e3,458600,456400,46e4,456500,452e3,449500,447900,438700,429100,418200,414900,423600,425900,432600,432300,426300,425300,420200,431e3,430800,432600,437800,441100,452400,467500,495200,510800,515700,518500,523500,539400,547200,556e3,564700,579600,593e3,599500,601700,605100,607700,610200,614200,619300,625300,624800,630700,634100,641600,638300,648100,653400,661400,664200,667700,674500,665700,676400,681900,700100,704400,714100,722400,730500,731900,731100,736200,734e3,743800,749100,760500,764400,761900,767300,765e3,765300,768300,775300,781100,788900,799300,808800,810300,808700,813800,827100,838900,855700,876300,906400,952500,974200,1018e3,1037e3,1062300,1057e3,1041800,1019100,1005500,999800,1010400,989400,984100,972700,971300
10221,Austin,Texas,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266800,266600,267700,273900,277800,278300,283700,284200,284e3,280500,281400,291100,295500,297400,294100,289100,290300,287500,292100,295e3,301400,302800,305300,303100,303300,303600,312200,315700,315100,312800,316200,316100,316e3,317e3,317900,325100,329500,333300,329100,325800,329200,341e3,341200,344400,336400,335e3,335e3,334600,338800,341e3,349e3,356300,360400,355700,361500,355200,
25290,Jacksonville,Florida,10,181200,175500,153300,145500,141800,140400,134900,129500,128700,126700,127e3,135100,137300,133100,114300,108700,108100,111300,109800,105800,107700,108100,108600,113200,115200,114700,103100,98600,97400,93200,86500,81500,87500,91600,93500,95100,94400,93600,84600,84300,83500,86300,82400,82500,82400,87600,83200,85800,82e3,84800,78800,76500,75e3,75700,77300,75100,76500,78600,85600,87600,86600,83600,80800,76600,73800,78100,82100,86600,84900,85400,83400,83100,82700,82200,76800,74700,77600,79200,80800,82200,84500,85300,79800,79600,77500,80100,84400,90400,95600,95300,98200,96800,93300,91100,92200,108e3,108700,114700,109900,114800,113200,111200,109300,111e3,111900,112900,116e3,136200,145300,146500,130300,124700,121800,123400,120500,119100,119400,123600,130500,142400,154100,154900,145200,138400,140100,141400,143800,140500,140400,136900,139500,156900
20330,San Francisco,California,11,792300,787200,787200,782600,789400,792300,795900,754900,714500,701500,682400,677400,639600,644800,641600,667900,693800,706500,71e4,704400,694900,707500,697700,690600,670800,674100,676900,673900,686600,698600,706400,690500,687900,683900,671200,650600,642e3,641800,663e3,664700,690100,696e3,700500,684e3,658e3,651500,644800,655400,652800,668700,680300,699500,713500,732300,759200,775900,778900,783200,775200,776e3,775300,793400,819700,824700,837e3,848e3,872400,872900,870800,868600,901100,916800,937200,915300,917800,933300,961500,979900,980900,992700,1012200,1017500,1023400,1044700,1074600,1105100,1134700,1135400,1135400,1099400,1102e3,1102500,1126600,1148100,1178200,1177200,1161600,1154200,1155e3,1161100,1155e3,1158600,1157600,1177600,1174600,1199100,1120900,1131300,1114600,1178900,1186500,1208600,1220100,1237800,1251900,1270600,1277100,1275700,1270300,1277e3,1299800,1322800,1338500,1327200,1325700,1332800,1354900,1345600,1315100,1325100,1304200,
24043,Charlotte,North Carolina,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181600,187700,187e3,188100,188e3,188800,188600,187400,188800,192300,193600,201300,210300,221700,222900,224500,225e3,221e3,219400,215300,219100,217500,217900,223600,231500
18172,Fort Worth,Texas,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178300,179500,179600,180400,182700,184e3,184800,184900,186900,187700,189400,189500,190800,190500,192500,194600,196e3,197100,196700,199300,201700,204900,204800,205300,209300,213100,215100,208200,210200,210500,214700,212900,214500,
10920,Columbus,Ohio,14,115600,110400,112800,111e3,110500,105600,102800,100500,96300,90500,92400,91700,91500,88e3,90700,97700,104200,109400,113300,116800,117800,111300,100300,99900,101900,103700,101300,104e3,99e3,89100,77200,79100,81200,87800,86e3,82e3,75800,75500,75300,78100,80400,88200,88100,86200,83e3,85700,86600,84200,82900,87200,97100,103500,108600,107400,106500,104400,102400,98600,103700,102100,102500,94400,98500,104400,110900,115100,112800,108300,107e3,106800,110500,111200,113300,116100,116300,121e3,121200,122300,119600,122500,123100,124200,119700,144900,144600,146e3,122800,123800,123500,122300,121500,121300,120600,119100,119900,125700,130400,133200,131800,131200,132800,134800,138400,141700,143900,146800,149400,149400,147200,142600,140800,140500,142500,145200,146400,147400,148e3,151e3,153800,157700,155500,151700,145600,146100,147400,150200,151500,153400,156e3,158700,160600,165200
7481,Tucson,Arizona,15,194700,193300,193100,185200,180400,175300,174700,171400,168100,166600,162200,161700,154600,153600,150500,15e4,149700,149100,152800,150300,150900,147e3,150200,147100,147100,145800,145300,140600,137300,135700,137900,133700,130600,127e3,126700,125600,122900,120900,118500,116200,113300,112200,111900,11e4,111400,113300,119200,118600,119500,121100,123900,126800,125800,131900,135e3,136100,134500,143100,148900,149300,141100,140900,143e3,147500,147600,149100,146500,146500,148100,151e3,151600,150600,152900,153500,153300,151100,151900,152200,152500,152100,148400,144700,142500,144100,147700,148100,149800,147300,148e3,147100,148800,151400,152500,154700,154400,158e3,158500,160200,160400,162400,162600,164400,164200,163700,163900,164700,168900,171400,171500,171400,171200,172900,169400,167600,172100,173500,179100,179700,186700,189900,190300,195100,194800,194500,189400,187600,188800,19e4,192100,191600,194900,
17933,El Paso,Texas,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122500,122300,128800,132400,133400,134e3,135200,136400,132400,131800,131800,129900,131200,132300,134600,134300,131e3,129500,130200,130600,131100,128900,129700,129300,129500,132900,131300,131200,127700,128600,127800,127300,127200,128200,128400,129400,130800,131200,131700,130500,128700,128700,127800,128600,131300,130900,131800,13e4,129400,128900,128500,130500,134800,135600,137500,135900,138300,139600,138500,137300,134800,135800,138900,138700,14e4,138500,139400,139500,140200,142700,144100,142e3,140800,140100,141e3,142e3,141100,144700,146600,146800,
13121,Orlando,Florida,17,221600,218900,205e3,198800,193600,197900,189300,184200,173800,169400,16e4,153800,139400,125100,108100,102200,99e3,102800,100500,105200,101400,107100,96700,94800,90400,91300,91900,88300,88800,87300,84800,85100,82300,80900,76500,75900,81300,85400,88500,87700,90400,90600,91300,90200,100900,103200,103800,99e3,100400,99300,96800,102100,108600,114900,110100,112e3,111100,116300,120600,128100,132500,130900,127400,125800,13e4,139100,144100,144900,142700,143600,143800,144700,145500,148500,153300,155700,156600,155100,151400,153500,148600,149100,147400,157500,166200,173e3,174100,175e3,176100,178600,181500,186800,187600,188800,188200,191e3,195700,196600,200100,202e3,206900,208e3,207900,207500,208800,214800,217400,217100,213500,214100,215300,216600,217800,219700,215900,218600,214100,222700,224800,237200,236300,235e3,226700,227e3,227200,231500,226700,227500,223900,232400,231300,
11093,Denver,Colorado,18,189500,186800,179500,170300,168700,171700,170700,167400,159600,153900,144800,144200,147e3,157e3,163900,173800,179100,186100,189800,196600,200100,198700,194100,200400,199300,197200,189800,191800,202200,202600,206500,207800,209e3,211100,203900,207300,201e3,202800,200700,205200,206500,206900,207100,209300,211200,212e3,211800,208100,208900,207800,215600,225200,238100,244700,248500,248100,253700,252100,248900,244800,245800,254200,257300,258800,258600,260100,267300,272e3,270200,260200,254700,255100,259100,258700,263300,265100,270900,269700,272200,272900,276500,280700,284e3,294e3,302700,308300,306900,303700,304e3,304e3,306600,308900,315800,318100,326200,327700,332800,331800,331500,332900,338700,342600,345500,345700,350100,356800,357e3,360700,357300,363600,361800,367200,367500,377700,382900,392800,393700,397600,403700,419100,421500,418500,411e3,412900,411100,407600,415400,418700,422400,416800,415100,418900
16037,Seattle,Washington,19,409700,411200,412200,410600,401600,397400,397200,399800,395600,400200,399800,395400,375900,361400,357100,358500,360900,364600,369700,377500,372100,376300,379500,385800,383300,377600,377700,371700,375300,385300,398900,393600,383300,378100,385200,387700,380300,373700,363500,357e3,356500,360100,368100,361900,356800,350300,346100,347400,351e3,370100,380700,383500,378200,379400,386200,391300,395e3,399400,395700,397400,401600,407100,409800,405e3,408800,410400,418600,421200,425600,424e3,427100,425300,418500,414500,416600,425800,429700,428200,433700,439200,438400,439500,435200,440800,438900,454e3,460100,470100,462700,475700,475500,483400,485600,503700,512800,515500,513100,519400,524700,533200,526300,528800,529600,546200,556e3,563500,571900,582e3,591400,600800,605200,614200,626500,639600,647300,649300,652e3,659900,677900,697e3,704600,712800,716500,711600,699200,690300,700100,703100,702900,696800,684400,683800
32811,Memphis,Tennessee,20,72600,71300,67e3,65200,62900,62e3,61100,6e4,56500,53600,53e3,56e3,55100,52900,46800,48e3,48700,55400,59600,61900,64500,64600,63600,58900,54700,57600,58700,60600,55600,53700,51100,50700,55200,59200,63e3,64300,61700,56700,49900,49100,49800,50800,55e3,57500,56900,57600,57400,60300,56500,56200,54200,53200,53500,55400,57900,61e3,61600,65600,68100,70900,7e4,67200,64800,66300,70400,71700,72e3,71700,71700,72200,71900,77200,81400,80500,79500,76100,86400,85200,86400,86100,87600,91500,84600,86300,85200,87200,84800,85400,84400,88400,88900,89e3,86200,84400,84500,84600,83600,87100,90300,94600,93600,93100,90500,90900,92800,94e3,94200,93800,94400,96100,98600,98500,97500,98e3,101400,102600,105800,106400,109700,107300,103200,100600,101200,105200,104700,102100,98800,97300,96700,96700,93200,
44269,Boston,Massachusetts,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391e3,393800,390900,386600,393200,397100,398900,395800,397900,415900,416800,421e3,409700,416100,420400,424600,436200,438300,445700,444300,442400,443800,440700,446700,448100,447600,443500,441300,441400,449500,454e3,463300,480100,489e3,489500,486500,484900,491600,495800,503800,508800,512500,510600,505600,505100,506e3,518900,514800,537e3,542300,553100,545400,533900,529300,526e3,549200,556500,560800,562500,564900,570900,565300,565600,567400,576200,583900,593200,581300,605500,595900,621600,608900,628100,624200,627800,627300,620700,631300,625500,630200,
41568,Washington,District of Columbia,22,394700,394600,388900,389600,396200,390500,392900,376e3,379600,367100,368500,365100,367700,370400,365200,369e3,364200,361100,358400,351e3,355700,348900,361700,353400,345300,339500,345900,347600,346400,363200,381700,383800,384200,388800,404700,389800,377600,362e3,358200,367800,362100,370400,370100,377100,372700,372200,372e3,375600,364600,366600,377200,390500,398600,402200,410700,415800,417e3,422700,431400,448600,442300,444200,432100,437900,440500,444e3,456500,451700,456500,450800,452500,450800,453100,460300,466600,472800,478300,477200,471600,472400,477900,475400,481500,481700,494800,493600,494100,499100,493300,497100,493100,498500,497400,499900,493400,51e4,507700,516400,507200,505700,508400,514500,522100,533300,529800,530300,531300,536100,545200,539e3,532500,526e3,526900,521e3,521e3,517800,515300,513600,509600,52e4,520200,530400,528200,523100,523800,519900,519e3,522e3,538200,545500,545e3,
6118,Nashville,Tennessee,23,147700,146300,145500,147300,146700,147200,142700,143600,140600,142600,140700,143e3,141400,142200,140500,141500,143300,143400,142e3,141e3,139700,14e4,140600,140500,143300,141600,142e3,139600,137100,138600,137800,140500,138e3,140100,141300,138300,134300,132300,134300,137200,138200,145100,140800,138e3,132400,137100,137e3,137800,136100,136900,139400,143e3,145300,147500,147600,149e3,146700,150500,147200,146500,144e3,151e3,155500,158100,162100,163900,165e3,164200,166900,166300,166900,170500,173100,179400,176500,177900,172800,173200,173200,172500,174100,178300,179300,182e3,182900,186700,187e3,186800,184200,186900,188e3,193500,194400,193300,195700,197200,200900,204e3,206600,210800,213700,214500,216100,218700,219900,223100,224400,226800,228200,230100,233500,233100,233e3,234400,240600,242500,243800,242700,245100,250100,256100,262700,261100,261100,258600,260300,256500,258600,261500,269500,268700,270500
13373,Portland,Oregon,24,289500,281400,277600,278200,283e3,285100,279200,279200,272700,276500,270200,271500,260300,256700,249200,248200,246e3,248e3,248500,251700,249700,255300,251e3,256300,252800,256500,249700,250200,249400,260600,261700,258800,252100,256800,260300,255800,244900,234300,230600,231e3,240900,245700,247800,243800,245900,241600,244100,243e3,247500,243900,246400,253800,260300,263600,264e3,268400,268600,267e3,267200,267700,271300,274700,275500,279400,284300,290900,294100,296700,300800,302400,295e3,296e3,294600,302900,296900,298200,296700,304100,306700,309400,312300,312500,313400,317400,32e4,323500,319300,321300,327700,328100,326700,322700,325500,339600,344400,349600,346100,350500,358100,363900,366e3,369200,37e4,374600,373900,378300,381200,384e3,385500,385700,389800,387900,391400,389200,394600,396400,399100,398900,402800,414100,423100,423600,415100,413600,411500,414200,409200,407900,403400,405800,408100,418800
20288,Sacramento,California,25,206500,187600,172400,163500,157200,149900,142500,135700,129800,126100,123e3,118600,117500,113300,115600,117600,122700,126e3,126700,128800,131600,135200,137e3,139e3,137100,137800,137200,138e3,135700,131800,129500,129800,129700,129700,127500,122700,117900,116700,116500,116600,114400,114600,114400,113100,117900,119800,122800,122100,122200,121700,121500,124300,128400,130500,134700,138900,142700,146500,152e3,158300,161600,161700,166700,170600,177300,179600,183300,183200,189200,195300,198400,195800,195600,200600,203800,205700,204300,206200,209200,210900,212500,208400,209700,216500,221100,226100,224900,228400,227500,228600,229400,234100,233400,237600,239600,247e3,253600,252900,251500,249500,254500,256900,258e3,260100,268100,266800,271500,265e3,268800,268800,270700,271200,272600,276e3,277900,282e3,281500,286900,296800,305800,312900,306e3,306400,304300,310500,314600,320900,322900,320800,314600,,
3523,Baltimore,Maryland,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93e3,95900,88500,85600,89e3,92700,88200,111600,111300,117700,99100,103600,103800,103200,104100,101400,103800,103900,101500,99600,89100,91200,92e3,107300,119500,119e3,105200,97100,98600,108e3,106700,116e3,114700,114200,94800,89900,90500,94700,100300,103e3,107400,107300,103e3,104500,97200,96900,96700,106e3,111100,112300,103500,102500,106600,116600,119200,131e3,132700,133e3,119600,12e4,133900,136500,133900,118700,117e3,115700,117e3,119400,121800,124200,115500,112e3,121100,129100,127800,114100,112700,115900,116900,124700,124200,124600,109600,
5976,Milwaukee,Wisconsin,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97800,97900,104300,107200,110500,111e3,111200,113e3,110600,109e3,107500,112100,113900,116400,120900,122800,124100,121400,122300,122600,117500,118500,121900,129800,130200,131100,139600,139800,138600,126e3,125300,124600,125200,126400,126e3,127200,126900,135200,
18203,Fresno,California,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120500,121700,123500,124900,123e3,123900,120900,125500,124700,130700,130300,130400,133900,134900,138400,138500,144300,148e3,148700,152500,153400,157e3,157600,159900,162300,161900,168100,171700,172200,171800,174900,177900,179800,174600,174700,170500,175900,177200,178500,176400,187900,196100,200100,191800,188100,189500,191400,195800,193900,193700,190700,194600,195900,195500,196300,197900,201900,203800,204300,206200,206500,211700,213200,215500,219200,218800,218500,213500,214700,221e3,224900,227800,232500,234400,246100,240500,241700,241300,246600,249e3,246900,252200,251600,248500,241700,240400,240700,240400,244900,
40152,Omaha,Nebraska,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130500,130800,130600,133e3,136e3,135600,133800,130900,130700,129300,129e3,129100,129400,131200,132e3,134200,132600,134100,135200,137200,135800,132900,131200,133e3,137900,139700,138e3,135900,133700,134700,133400,133600,133300,134e3,137e3,137500,138200,139500,139700,139100,136300,136300,137200,139100,137800,138e3,137300,140400,140200,139700,14e4,141e3,141600,141700,141800,142300,142900,144e3,145200,146100,146300,149400,149500,152200,150800,153e3,153100,153700,150500,150500,146400,149900,150300,155300,155200,155400,158900,159100,159e3,159800,161300,162700,159e3,159e3,160100,162300,165e3,165100,166900,166600,166e3,167800,168900,171500,170100,169900,171e3,175e3,177800,179800,,
23429,Albuquerque,New Mexico,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174100,174600,176100,177600,177300,177600,176300,178e3,177800,178300,176700,175600,175e3,176e3,180400,183200,181900,181e3,179800,182800,178900,181500,180900,185600,186200,188100,187900,186100,183700,183500,185200,186400,180900,178500,178700,185300,188300,188200,187600,187e3,190500,191300,192100,189600,190400,190800,192200,194600,194200,192300,189500,189200,193700,194400,196300,192700,194600,193600,195e3,196600,198100,198700,200900,202400,201500,200100,199e3,202500,201900,
54047,Raleigh,North Carolina,31,181100,179200,176400,172700,173300,175700,175200,174700,173200,172200,174500,177400,180500,176800,170400,166300,166100,171900,173400,170700,172600,173700,181200,176400,178100,178200,174900,177500,175200,175800,175400,176800,187800,189900,191100,186600,182600,181900,181200,184100,179600,190200,184600,185300,175500,185900,183e3,185300,178700,187e3,181800,177700,174700,177800,183700,175900,179800,177500,186800,181900,181800,182500,179400,176200,177200,183700,191e3,190800,187500,191200,186600,187600,181400,187100,187600,186e3,183600,183300,185300,183500,186500,189800,193200,193e3,197700,202400,206500,206600,210800,214700,215e3,215500,211400,211600,211500,214400,214600,214400,214400,218100,218900,219800,218800,212700,215700,215500,225100,227800,229500,235100,233900,233800,230200,228300,228800,228700,236e3,239100,241500,246500,252500,255800,250300,249600,251700,250700,252800,245900,253600,251800,257200,
19331,Mesa,Arizona,32,204400,199800,192400,185200,176700,171e3,167e3,163400,155500,147200,141200,136400,131600,128e3,126500,123600,119400,118e3,121400,126800,128600,129500,128400,129300,128700,130200,127e3,125400,120200,119100,118e3,118500,115500,112800,107300,106900,107300,107500,105200,100600,100500,98500,101400,105200,111300,112300,110200,109400,113200,116700,12e4,121800,127e3,135200,135300,134400,132600,136200,138800,141e3,145700,148800,150300,152200,154300,153900,153e3,153900,156600,159200,159500,159200,158200,158500,16e4,158300,158300,158200,162400,164200,164700,165300,165400,167700,168800,170700,171900,173600,172700,175600,177800,181600,185300,186e3,188100,186500,187900,188e3,189500,189700,192900,198700,200800,201900,199900,202700,205100,209600,213900,217700,217200,218500,218400,221700,224700,225800,227700,229e3,233100,234500,231800,231700,228600,229500,232600,239700,244100,241300,236100,233400,235300,240300
37211,Atlanta,Georgia,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197e3,196600,197e3,197e3,204600,203700,208500,208500,215400,213300,213500,211800,215800,218700,220600,218600,216700,214900,220100,221300,217700,217500,217100,226200,222600,223900,218500,223300,222500,227500,227800,228900,221700,221500,219100,
46298,Long Beach,California,34,447200,442100,434200,411500,385900,369100,349500,341500,33e4,319500,298800,293400,295500,304200,290700,296200,305100,322900,325300,314e3,317500,311600,325100,305600,312100,304300,315500,307900,302200,300400,296400,315400,320900,324900,309e3,312700,316600,322700,318500,314600,301200,288200,284600,278100,284600,281500,281800,276800,289100,295400,302100,294800,305400,306700,328500,328400,348200,344500,358e3,353200,351200,355200,363400,375900,377300,385e3,386600,400200,401100,411400,41e4,410400,407300,408500,407500,399100,393900,391900,404300,411300,410700,406100,406600,417100,423800,427600,432700,441500,448200,454500,445400,444200,442300,459400,458900,475400,479400,482700,474500,461400,467800,463300,472300,465400,487800,481300,480100,457300,459500,466400,461800,471400,477600,487300,487700,489500,508400,509600,530300,542600,549200,524800,505200,505500,522e3,541400,537400,550200,,,,
4172,Colorado Springs,Colorado,35,190900,189700,188300,186400,190800,190500,189900,183800,182100,178600,174800,170300,170500,169100,170100,170100,174900,183500,185100,184900,181300,182900,177400,172500,171300,170900,171500,169400,175900,181300,183900,182800,180900,181500,177600,177600,173e3,170700,164900,161500,166900,169200,171600,170900,169300,169700,163800,164100,164800,172e3,176e3,178300,183300,183300,182200,180200,185300,185100,182500,180500,186200,191400,189800,191300,193200,196800,196e3,193900,194700,194500,196300,190800,191800,189600,193900,195900,199300,201300,202300,202700,202200,203300,206800,209300,207900,208100,212200,215200,214700,211500,211900,213600,216200,218e3,219100,223300,225500,226700,225700,225100,226800,228900,232700,234600,234e3,234300,234800,236500,242200,245700,249500,247100,247e3,247300,248700,253300,257900,261800,260900,263700,273100,282500,289600,289200,288900,287300,289500,292e3,294e3,289800,284100,284500
